Distance,Delta_Growth_Mean,Delta_Growth_Mean_Null,Delta_Growth_SE,Delta_Growth_SE_Null
450,0.0083220506,0.0050034483,0.001370029,0.0003743517
451,0.0083640512,0.0050356019,0.0013704171,0.0003752907
452,0.0084024572,0.0050717711,0.0013707238,0.0003765373
453,0.0089265656,0.0051054702,0.001512338,0.0003776038
454,0.0088970795,0.0051425732,0.0015122718,0.00037895
455,0.0088972718,0.005141233,0.0015122715,0.000378856
456,0.0089791521,0.0051527551,0.0015169834,0.0003793346
457,0.009026752,0.0051523513,0.0015183927,0.0003793106
458,0.0090656532,0.0052003257,0.001518872,0.000380689
459,0.0090333677,0.0051994123,0.0015185418,0.000380603
460,0.0090702481,0.0052326764,0.0015187763,0.0003815961
461,0.0090797829,0.0052362558,0.0015191123,0.0003813355
462,0.0090712804,0.0052359225,0.0015190854,0.0003813054
463,0.0091047703,0.0052345957,0.0015193031,0.0003812218
464,0.00928048,0.0052315704,0.0015283816,0.0003810523
465,0.0092803004,0.0052305514,0.0015283798,0.000380976
466,0.0092792628,0.0052278755,0.0015283618,0.0003807234
467,0.0092792497,0.0052263865,0.0015283616,0.0003806146
468,0.0091983148,0.0052262918,0.0015245911,0.0003803846
469,0.0091983183,0.0052251985,0.0015245911,0.0003803051
470,0.0091984868,0.0052589021,0.0015245883,0.0003813555
471,0.0092247687,0.0052916962,0.0015250255,0.0003823109
472,0.0092242144,0.0052897308,0.0015250164,0.0003821845
473,0.0092310232,0.0052880293,0.0015249888,0.0003820661
474,0.0092307165,0.0052880238,0.0015249681,0.0003820718
475,0.0092337406,0.0052937752,0.0015249671,0.000381895
476,0.0092804297,0.0053400188,0.0015254062,0.0003831407
477,0.0092772386,0.0053393976,0.0015254097,0.0003830988
478,0.0093516899,0.0054104411,0.0015258638,0.0003853927
479,0.0093516926,0.0054232823,0.0015258593,0.0003853245
480,0.009398519,0.0054545588,0.0015261443,0.0003861816
481,0.009440627,0.0055585571,0.0015263514,0.0003913199
482,0.0094838372,0.0056115379,0.0015267113,0.0003941754
483,0.0094707066,0.0056156467,0.001526727,0.0003939309
484,0.0094724151,0.0056157782,0.0015267203,0.0003939409
485,0.0095166312,0.0056474084,0.0015266153,0.0003947493
486,0.0095657022,0.0056474716,0.0015270444,0.0003947625
487,0.0095659534,0.0056470832,0.0015270402,0.0003947382
488,0.0095096521,0.0056842439,0.0015257746,0.0003959696
489,0.0095185525,0.0056839855,0.0015259594,0.0003959667
490,0.0095263971,0.0056898927,0.0015262792,0.000395931
491,0.0095245535,0.0056878111,0.0015262378,0.000395775
492,0.0096197094,0.0057222572,0.0015308348,0.0003967751
493,0.0096205009,0.0057226553,0.0015308356,0.0003968066
494,0.0097904736,0.0057224372,0.0015398138,0.0003967947
495,0.0097901876,0.0057226524,0.0015398168,0.0003968118
496,0.009795511,0.0057589147,0.0015397423,0.0003979736
497,0.0098256887,0.0057589691,0.0015390989,0.0003979753
498,0.0098844328,0.0057944725,0.0015395989,0.0003990585
499,0.0098830591,0.0058310963,0.0015394986,0.0004002092
500,0.0098841644,0.0058297295,0.0015395154,0.000400091
501,0.0098052211,0.0058374883,0.0015330151,0.0004000629
502,0.0098148347,0.0058374419,0.0015329864,0.000400076
503,0.009804662,0.0058407929,0.0015330348,0.0004001042
504,0.0099466887,0.0058372575,0.001537842,0.0003999107
505,0.0099829335,0.0058297624,0.0015390093,0.0003991316
506,0.0099827419,0.0058429096,0.0015390059,0.0003989437
507,0.0099908377,0.0058423764,0.0015389903,0.0003989692
508,0.0100266824,0.0058379167,0.0015401561,0.0003986187
509,0.0100594323,0.0058381207,0.0015409508,0.0003986731
510,0.0100455994,0.0058381206,0.0015410643,0.000398677
511,0.0100066032,0.0058379939,0.0015396044,0.0003986863
512,0.0100131944,0.0058439346,0.0015396696,0.0003985615
513,0.0100117511,0.0058412127,0.0015396318,0.0003983605
514,0.0100329172,0.0058472746,0.0015402367,0.0003982235
515,0.0100246342,0.0058474222,0.0015402143,0.0003982454
516,0.0100247314,0.0058504345,0.0015402166,0.0003982697
517,0.009997301,0.0058576988,0.0015376101,0.0003981729
518,0.0099707168,0.0058566002,0.0015376919,0.0003980976
519,0.0099707494,0.005855524,0.0015376918,0.0003980125
520,0.009968756,0.005855215,0.0015377117,0.0003979957
521,0.0099687831,0.0058513663,0.0015377122,0.0003976921
522,0.0099655195,0.0058212545,0.0015372358,0.000396096
523,0.0100266298,0.0058203656,0.0015388218,0.0003960506
524,0.0100266005,0.005836877,0.0015388205,0.000397721
525,0.0100326973,0.0058370981,0.0015389531,0.0003977354
526,0.0100613225,0.0058356031,0.0015393882,0.0003975836
527,0.010066591,0.0058345063,0.0015441634,0.0003975097
528,0.0100834422,0.005834444,0.0015452329,0.0003975073
529,0.0100966124,0.0058330858,0.001545185,0.0003974224
530,0.0100966739,0.0058405731,0.0015451851,0.0003971138
531,0.0100885598,0.0058832572,0.0015450712,0.0003981205
532,0.010115418,0.0059198676,0.0015452215,0.000399286
533,0.0101175764,0.0059251498,0.0015452239,0.0003991854
534,0.0101475318,0.0059237841,0.0015452603,0.0003990825
535,0.010192417,0.0059436876,0.0015452392,0.0003992573
536,0.0103498641,0.0060526374,0.0015464566,0.0004020293
537,0.0109661263,0.0060520631,0.0016757285,0.0004020293
538,0.0109858034,0.0060516985,0.0016760463,0.0004019755
539,0.0110355001,0.0060878209,0.0016761781,0.0004030611
540,0.0110566075,0.0060869031,0.001676672,0.0004029909
541,0.0110566163,0.0061166746,0.001676672,0.0004036576
542,0.0110651088,0.0061350513,0.0016766375,0.0004035484
543,0.0110505876,0.0061350111,0.0016763997,0.0004035482
544,0.0110511202,0.0061348748,0.0016763994,0.0004035525
545,0.011056575,0.0061777393,0.0016764958,0.0004044892
546,0.0110757207,0.0061723312,0.0016764335,0.0004041391
547,0.0110765326,0.0061718436,0.0016764284,0.0004041238
548,0.0110765437,0.0061694775,0.0016764286,0.0004039719
549,0.0111778814,0.0061679348,0.0016786813,0.0004038823
550,0.0111779524,0.0061679917,0.0016786815,0.0004038866
551,0.0111868159,0.0061641639,0.0016786913,0.0004036528
552,0.0112623595,0.0062308843,0.0016792288,0.000406629
553,0.0119577994,0.0062246006,0.0018121729,0.0004062699
554,0.012005377,0.0062245126,0.0018126686,0.0004062829
555,0.0120077573,0.006224352,0.0018126581,0.0004062879
556,0.0125255227,0.0062145525,0.0018842982,0.0004057638
557,0.0125109266,0.00621984,0.0018841405,0.0004056438
558,0.01250946,0.0062198398,0.0018841306,0.0004056435
559,0.012509011,0.0062189031,0.0018841281,0.0004055288
560,0.0125379767,0.0062178812,0.0018859136,0.0004054649
561,0.0125393184,0.0062174717,0.0018860343,0.0004054267
562,0.0119001744,0.0062238909,0.0017579108,0.0004053831
563,0.0119108068,0.0062312503,0.0017578758,0.0004053375
564,0.0119322909,0.0062364423,0.0017578203,0.0004051873
565,0.0119727142,0.0062350912,0.0017587303,0.0004050926
566,0.0120108548,0.0062707687,0.0017588835,0.0004061376
567,0.012023317,0.0062698394,0.0017593605,0.0004060955
568,0.0120227339,0.0062686914,0.0017593186,0.0004060325
569,0.0120232051,0.0062686229,0.0017593365,0.0004060383
570,0.0120073357,0.0062715768,0.0017593741,0.000405773
571,0.0120071745,0.0062712305,0.0017593743,0.0004057658
572,0.0120701978,0.0062725829,0.0017614673,0.0004057393
573,0.0129670023,0.0062767837,0.0019747573,0.0004055163
574,0.0129973117,0.0062973184,0.0019748722,0.0004072201
575,0.0130097696,0.0062974822,0.0019748223,0.0004072307
576,0.0129112344,0.006296209,0.0019675751,0.0004071246
577,0.0129455006,0.0063295973,0.0019676802,0.0004080538
578,0.01299506,0.0063741516,0.0019677624,0.0004088977
579,0.0130243882,0.0063733746,0.0019680556,0.0004088298
580,0.0129923065,0.0063799569,0.0019678687,0.0004087927
581,0.0129735814,0.0063878737,0.0019675638,0.0004087697
582,0.0129545531,0.00637173,0.0019678098,0.0004078914
583,0.0130498838,0.0063915898,0.0019698813,0.0004077166
584,0.0138384966,0.0063904476,0.0020850804,0.0004077142
585,0.0134835636,0.0064257862,0.0019867509,0.0004087062
586,0.0135456264,0.0064240351,0.0019873504,0.0004085894
587,0.0135355329,0.0064159172,0.0019873805,0.0004079693
588,0.013744641,0.0064160117,0.0019984527,0.0004079802
589,0.0137471217,0.0064225385,0.0019982021,0.0004078546
590,0.0137394515,0.0064550749,0.0019982284,0.0004086558
591,0.013739694,0.0064547984,0.0019982313,0.0004086246
592,0.0137569738,0.0064532375,0.0019981562,0.0004084684
593,0.0137598077,0.0064516993,0.0019981545,0.0004084206
594,0.0137612525,0.0064500675,0.0019981469,0.0004083811
595,0.0137576798,0.0064569399,0.0019981512,0.0004083395
596,0.0137577578,0.0064565577,0.0019981511,0.0004083444
597,0.0137581365,0.0064562734,0.001998152,0.000408338
598,0.0137562965,0.0064843115,0.0019981072,0.0004088462
599,0.0137980077,0.0064757589,0.0019980706,0.0004082629
600,0.0138383879,0.0065107654,0.0019981523,0.000409219
601,0.0138642934,0.0064835585,0.0019978697,0.0004079884
602,0.0138420425,0.0064825493,0.0019975256,0.0004079694
603,0.0138718615,0.0064820103,0.0019981015,0.0004079501
604,0.0138814058,0.0065142879,0.0019980646,0.0004087215
605,0.0139087356,0.0065134136,0.0019979791,0.0004086609
606,0.0139095291,0.006513079,0.0019979236,0.0004086439
607,0.0139113355,0.0065462319,0.0019979736,0.0004094566
608,0.013911279,0.0065461852,0.0019979733,0.0004094536
609,0.0139349458,0.0065596682,0.0019978552,0.0004105617
610,0.0139555765,0.0065576903,0.0019978154,0.00041035
611,0.0139515645,0.0065639195,0.0019978376,0.0004102942
612,0.0139362301,0.0065637935,0.0019970103,0.0004102943
613,0.0139839946,0.0065695631,0.0019980908,0.000410169
614,0.0139819301,0.0065745655,0.0019980994,0.0004100802
615,0.0139820223,0.0065745661,0.0019981087,0.0004100802
616,0.0140560135,0.0066251608,0.0019982982,0.00041257
617,0.0141318276,0.0066243695,0.0019992021,0.0004125559
618,0.0141835598,0.0066236906,0.0019994509,0.0004125388
619,0.0142365285,0.0066713488,0.0019996682,0.0004145118
620,0.0143228358,0.0067219987,0.0020009086,0.0004167778
621,0.0143678077,0.0067315342,0.0020008523,0.0004167969
622,0.0143837225,0.0067296391,0.002003016,0.0004166885
623,0.0152369422,0.0067278006,0.0021640864,0.0004165709
624,0.0152905664,0.0067237685,0.0021652217,0.0004162588
625,0.0152896399,0.0067219898,0.0021652244,0.0004162051
626,0.0152955187,0.0067212477,0.0021652324,0.0004162094
627,0.0153086524,0.006719914,0.0021655106,0.0004160801
628,0.0153160876,0.0067190486,0.0021654719,0.0004160892
629,0.0152872621,0.0067026158,0.0021653626,0.0004151578
630,0.0152714626,0.0067369059,0.0021653376,0.0004160204
631,0.0152752711,0.006743209,0.0021653138,0.0004159657
632,0.0156275954,0.006742952,0.0021888795,0.0004159738
633,0.0156238309,0.0067430103,0.0021889187,0.0004159811
634,0.0156314141,0.0067536555,0.002188859,0.0004173231
635,0.0157653554,0.0068232613,0.0021899809,0.0004191163
636,0.0157968128,0.0068214697,0.0021900992,0.0004190039
637,0.0157964633,0.0068194118,0.0021900798,0.0004188399
638,0.0158332985,0.0068192607,0.0021908012,0.0004188438
639,0.0159396106,0.0068557786,0.0021909851,0.0004198588
640,0.0159288335,0.0068703275,0.002191022,0.0004196089
641,0.0159800075,0.0069024766,0.0021914089,0.0004203269
642,0.0159794788,0.0069341541,0.0021913985,0.0004209861
643,0.0161037419,0.0069702903,0.0021926964,0.0004219406
644,0.0160960541,0.0069625196,0.0021926766,0.0004214693
645,0.0160942296,0.0069595771,0.0021926512,0.0004213365
646,0.0160949327,0.0069589203,0.0021926613,0.0004212914
647,0.0160939418,0.0069585132,0.0021927859,0.0004212762
648,0.0160953017,0.0069588305,0.002192832,0.0004212957
649,0.0161064506,0.0069575346,0.0021927681,0.0004212409
650,0.0161607296,0.0069943162,0.0021928578,0.000422245
651,0.0161606925,0.006994026,0.0021928588,0.0004222507
652,0.0161553668,0.0070041336,0.0021924899,0.0004223204
653,0.0163097499,0.0070207217,0.0021995032,0.0004238882
654,0.0163351085,0.0070256628,0.0021993816,0.0004236603
655,0.0163326806,0.007023518,0.0021993774,0.0004235372
656,0.0163301147,0.0070221374,0.0021994538,0.0004234146
657,0.0164120653,0.0070224088,0.0022003237,0.0004234324
658,0.0165071572,0.0070222816,0.0022006907,0.0004234298
659,0.0165098169,0.0070201222,0.0022008115,0.0004232629
660,0.0165090716,0.0070228368,0.0022007817,0.0004232613
661,0.016554651,0.007058846,0.0022002921,0.0004241851
662,0.0165907667,0.0071259887,0.0021998095,0.0004257551
663,0.0166151473,0.007125678,0.0021997604,0.0004257477
664,0.0166612331,0.0071577175,0.0021998943,0.0004264203
665,0.0166550156,0.0071612659,0.0022000097,0.0004264732
666,0.0166685055,0.0071691101,0.0021999571,0.0004267541
667,0.0167056005,0.0072437051,0.0021999879,0.000428752
668,0.0167569532,0.0072498642,0.0022009975,0.0004286825
669,0.016753525,0.0072641863,0.0022010378,0.0004285588
670,0.0166968046,0.0072625848,0.0022007328,0.0004285112
671,0.0167556944,0.0072606946,0.002201777,0.0004283917
672,0.0167902942,0.0072930171,0.0022018111,0.0004290976
673,0.0167361561,0.0072922125,0.002183221,0.0004290433
674,0.0167441634,0.0072919222,0.0021832319,0.000428996
675,0.0167407495,0.0072889996,0.0021832114,0.0004288341
676,0.0167329309,0.0072922052,0.0021835983,0.0004288457
677,0.0167351997,0.0072921392,0.0021835918,0.0004288591
678,0.0167660023,0.0072915352,0.0021836082,0.000428831
679,0.0168459652,0.0073659922,0.0021837807,0.0004310381
680,0.0168241302,0.0073659036,0.002183783,0.0004310354
681,0.0168900263,0.0073918924,0.0021842545,0.0004313399
682,0.0168814219,0.0073897161,0.0021842402,0.0004311605
683,0.0168361903,0.0073872245,0.0021831493,0.0004310327
684,0.0167927517,0.0073871891,0.002183461,0.0004310434
685,0.016287303,0.0073720433,0.0020333086,0.0004303418
686,0.0162865335,0.0073722462,0.0020332976,0.0004303557
687,0.0162886112,0.0073719724,0.0020334065,0.0004303526
688,0.0163311211,0.0073672996,0.00203326,0.00043013
689,0.016379109,0.0073965725,0.0020331893,0.0004302254
690,0.0163791088,0.00739555,0.0020331884,0.0004302181
691,0.0163651506,0.0073895859,0.0020330472,0.0004297323
692,0.0163642178,0.0073895911,0.0020332787,0.0004297402
693,0.0164573691,0.007371611,0.0020375256,0.0004287985
694,0.0164684498,0.0073687403,0.0020374661,0.0004286348
695,0.0167718177,0.0073679958,0.0020485872,0.0004286263
696,0.016757703,0.0073659811,0.0020487829,0.0004284248
697,0.0167863673,0.0073807058,0.0020486774,0.0004295684
698,0.0168150527,0.0073722761,0.0020486339,0.0004290845
699,0.0167612767,0.0073699898,0.0020486142,0.0004290028
700,0.0168785702,0.0074057776,0.0020505745,0.0004293611
701,0.016916375,0.0074053081,0.002050519,0.0004293162
702,0.0171337629,0.0074042819,0.0020615426,0.0004292601
703,0.0171496349,0.0074078723,0.0020613688,0.0004289959
704,0.017219235,0.0074438885,0.0020665973,0.000429885
705,0.0172024952,0.0074440193,0.0020659274,0.0004298911
706,0.0177613118,0.007458088,0.0021357242,0.0004309314
707,0.017832751,0.0074574831,0.0021368153,0.0004309032
708,0.0178327369,0.0074571425,0.0021368156,0.000430902
709,0.0178275119,0.0074534641,0.0021366565,0.0004306319
710,0.0178291296,0.0074531279,0.0021366965,0.0004306198
711,0.0178337139,0.0074651505,0.0021367771,0.0004313264
712,0.0178275339,0.0074559591,0.0021365896,0.0004304737
713,0.0178042703,0.0074550416,0.0021358286,0.0004304383
714,0.0177900383,0.0074534377,0.0021349097,0.0004303409
715,0.0177885249,0.0074529893,0.0021348992,0.0004303217
716,0.0178237762,0.0074508954,0.0021356608,0.0004301895
717,0.017824821,0.0074513223,0.0021356744,0.0004302183
718,0.0178156529,0.0074504701,0.0021350986,0.0004301751
719,0.017842671,0.0074464516,0.0021349572,0.0004298724
720,0.0178418479,0.0074451921,0.0021349638,0.0004298002
721,0.0178786646,0.0074846859,0.0021349738,0.0004295891
722,0.0179311624,0.0074837615,0.0021359703,0.0004295223
723,0.0179428,0.0074829298,0.0021369348,0.0004294907
724,0.0179080563,0.0074805364,0.0021369464,0.0004293287
725,0.0179037169,0.0074804552,0.0021369947,0.0004293378
726,0.0181781574,0.0074800144,0.0021551031,0.000429313
727,0.0181989581,0.0074782405,0.0021554597,0.0004292267
728,0.0182213681,0.0074775455,0.0021615307,0.0004292026
729,0.0182780976,0.0075112352,0.0021626142,0.0004299449
730,0.0187790368,0.0075099399,0.0022584077,0.0004299014
731,0.018814897,0.007546783,0.0022583034,0.0004303702
732,0.0188149744,0.0075467979,0.0022583073,0.0004303833
733,0.0188150353,0.007548922,0.0022583078,0.0004301748
734,0.0188057625,0.0075464662,0.0022583733,0.000430012
735,0.0188896167,0.0075572824,0.0022592244,0.0004300952
736,0.0188925596,0.0075544787,0.0022592104,0.000429849
737,0.0188779042,0.0075544886,0.0022591201,0.0004298484
738,0.0191478852,0.0075533658,0.0022623728,0.0004297876
739,0.0191792489,0.0075567032,0.0022638393,0.0004294212
740,0.0194255488,0.0075944511,0.0022720051,0.0004297558
741,0.0194421856,0.0075942635,0.002272497,0.0004297565
742,0.0195455758,0.0076230458,0.002266193,0.0004302222
743,0.0195055694,0.0076167662,0.0022648882,0.0004296294
744,0.0194471963,0.0075975451,0.0022637845,0.0004283943
745,0.019431355,0.0075937842,0.0022638517,0.000428142
746,0.0193908689,0.0076436308,0.0022632734,0.0004302546
747,0.0194037933,0.0076433619,0.0022632043,0.0004302335
748,0.0194020584,0.007642566,0.0022632196,0.0004302155
749,0.0194088046,0.0076426474,0.0022635535,0.0004302211
750,0.0194847893,0.0076401901,0.0022649534,0.0004300519
751,0.0195304516,0.0076358798,0.0022679338,0.0004298304
752,0.0195720532,0.0076340145,0.0022680056,0.0004297629
753,0.0195721781,0.0076341682,0.0022679917,0.0004297873
754,0.0191007658,0.0076322795,0.0021816111,0.0004297042
755,0.0191141175,0.0076304873,0.0021815247,0.0004296365
756,0.0191181033,0.0076254008,0.0021816411,0.0004285627
757,0.0191681495,0.0076568489,0.0021817607,0.0004291687
758,0.0191052836,0.0076725405,0.0021813173,0.0004289602
759,0.0190811664,0.0076852045,0.0021812669,0.0004286582
760,0.0190951934,0.0076843919,0.0021811894,0.0004286179
761,0.0191524324,0.0076803808,0.0021824653,0.0004283324
762,0.0200792622,0.0076790883,0.0023652725,0.0004283057
763,0.0202293643,0.0076789882,0.0023732413,0.0004283114
764,0.0202397669,0.0076782837,0.0023736828,0.0004283263
765,0.0202710034,0.0076781097,0.0023739607,0.0004283301
766,0.0203219662,0.0076749,0.0023748904,0.000428062
767,0.0203724459,0.0076747686,0.0023763971,0.0004280594
768,0.0197143823,0.007681889,0.0022892166,0.0004279932
769,0.0197134834,0.0076808032,0.0022891341,0.000427924
770,0.0206208837,0.0076786369,0.0024635665,0.0004277915
771,0.0208086278,0.0076764195,0.0024695905,0.0004276323
772,0.0208839083,0.0077105367,0.0024705284,0.0004283911
773,0.0209061855,0.0077236211,0.0024704483,0.0004285865
774,0.0209227315,0.0077293096,0.0024703905,0.0004284485
775,0.0209511328,0.0077619635,0.002470355,0.0004291084
776,0.0209618683,0.0078281024,0.0024703142,0.0004303061
777,0.0209818194,0.0078332641,0.0024746859,0.0004301313
778,0.0210032338,0.0078331798,0.0024745915,0.0004301359
779,0.0209950138,0.0078274715,0.002474521,0.0004297007
780,0.020961015,0.0078122626,0.0024745217,0.0004290173
781,0.0210204794,0.0078173703,0.0024749675,0.0004289457
782,0.0210207547,0.0078173121,0.0024749658,0.0004289473
783,0.0210173767,0.0078170636,0.0024748608,0.0004289484
784,0.0208739029,0.0078295464,0.0024686725,0.0004291443
785,0.020939776,0.0078292334,0.0024687657,0.0004291288
786,0.0209397952,0.0078354423,0.0024687657,0.0004290633
787,0.0210563386,0.007835291,0.002470333,0.0004290608
788,0.0210526675,0.0078341962,0.0024703125,0.0004290182
789,0.0210544918,0.007833481,0.0024702944,0.0004289864
790,0.0210538989,0.0078302614,0.0024702985,0.0004288188
791,0.0210530718,0.00782786,0.0024703366,0.0004287057
792,0.0211071277,0.0078601118,0.0024681768,0.0004293399
793,0.0211085539,0.0078581901,0.0024681442,0.0004292435
794,0.0211349149,0.0078444988,0.0024680403,0.0004287653
795,0.0211447764,0.0078435023,0.0024679728,0.0004287005
796,0.0217342436,0.0078435287,0.0025305502,0.0004287032
797,0.0217496724,0.007845973,0.0025304989,0.0004287034
798,0.0218071187,0.0078791936,0.0025320619,0.000429387
799,0.0217871552,0.0078777568,0.0025321678,0.0004292869
800,0.0217854516,0.0078770973,0.0025321198,0.0004292609
801,0.0220165276,0.0078753401,0.0025381925,0.0004291091
802,0.0221156672,0.0078726656,0.0025425085,0.0004289705
803,0.0220062503,0.0079166982,0.0025368416,0.0004304449
804,0.0220023145,0.0079052501,0.0025367135,0.0004294504
805,0.021996451,0.0079161724,0.0025367527,0.0004293929
806,0.0219574754,0.0079125446,0.0025367861,0.0004292219
807,0.0219575266,0.0079148156,0.0025367883,0.00042892
808,0.0219670582,0.0079112251,0.0025367933,0.0004286937
809,0.0220737493,0.0079396592,0.0025377903,0.0004291267
810,0.0221361756,0.0079388221,0.002539372,0.0004291105
811,0.0220811177,0.0079345909,0.0025325324,0.0004287646
812,0.0220989992,0.0079330699,0.0025324306,0.0004287165
813,0.0221804459,0.0079308489,0.0025378731,0.0004285562
814,0.0221662896,0.0079297473,0.0025376264,0.0004285278
815,0.0221809679,0.0079285605,0.002537543,0.0004284729
816,0.0220541658,0.0079613431,0.0025076109,0.0004291555
817,0.0220900895,0.0079584903,0.0025074683,0.0004289987
818,0.0221201792,0.0079581371,0.0025090382,0.0004289887
819,0.0221107264,0.0079573095,0.0025095542,0.000428959
820,0.0220861318,0.0079371142,0.0025096059,0.0004279962
821,0.02211721,0.0079361717,0.0025095961,0.0004279434
822,0.0221172633,0.0079342034,0.0025095966,0.0004278564
823,0.022855767,0.0079988,0.0026069313,0.0004310746
824,0.0237054272,0.0080041694,0.0027519919,0.000430952
825,0.0237638631,0.0080037386,0.00275355,0.0004309268
826,0.023768996,0.0080034457,0.0027534231,0.0004309467
827,0.0238155625,0.0080349882,0.0027534161,0.0004314846
828,0.0238158535,0.0080351163,0.0027534353,0.0004314953
829,0.0238160009,0.0080340682,0.0027534381,0.0004314509
830,0.0238789244,0.0080402444,0.0027585711,0.0004316406
831,0.0239592047,0.0080722142,0.0027572978,0.0004322407
832,0.0239576433,0.0080702713,0.0027573031,0.000432161
833,0.0239845544,0.0080501353,0.0027571928,0.0004308546
834,0.024000178,0.0080830642,0.0027580549,0.0004315156
835,0.0240010271,0.0081121011,0.0027577942,0.0004319655
836,0.0240888846,0.0081744095,0.0027588145,0.0004329913
837,0.0246630226,0.0081740766,0.0027775618,0.0004329934
838,0.0246960739,0.0081716064,0.0027774292,0.0004328116
839,0.0248960916,0.0081704978,0.0027869067,0.0004327103
840,0.0249302066,0.0081692367,0.0027872702,0.0004327092
841,0.0252027009,0.0082125932,0.0028048532,0.0004334859
842,0.0252574198,0.0082112193,0.0028071565,0.0004334073
843,0.0251057617,0.0082229343,0.0027632944,0.0004335359
844,0.0251735364,0.0082228785,0.0027639292,0.0004335474
845,0.0251543841,0.0082155602,0.0027634584,0.0004329052
846,0.0251841335,0.0082155027,0.0027633923,0.0004329212
847,0.0252827962,0.008214278,0.0027647938,0.0004328404
848,0.0253936739,0.008248314,0.0027660599,0.0004335517
849,0.0253990313,0.0082491867,0.0027660219,0.0004333912
850,0.0253799136,0.0082476368,0.0027660609,0.0004332686
851,0.0254190984,0.0082472622,0.0027659695,0.0004332527
852,0.0254366357,0.0082515975,0.0027659095,0.0004331206
853,0.0254971376,0.0082852843,0.0027660706,0.000433745
854,0.025522943,0.0083086082,0.0027658901,0.0004338084
855,0.0256547836,0.0083378725,0.0027661031,0.0004342241
856,0.02558644,0.0083376451,0.0027650363,0.0004342231
857,0.0256029118,0.0083452845,0.0027650059,0.0004341674
858,0.0256705539,0.008378548,0.0027646782,0.0004348005
859,0.0261823569,0.0083777886,0.0028346081,0.0004347619
860,0.0261818188,0.0084174626,0.0028345995,0.0004358553
861,0.0261501062,0.0084188489,0.0028345975,0.0004358016
862,0.0261506797,0.0084181565,0.002834611,0.0004358415
863,0.0261641142,0.0084274082,0.0028345169,0.0004363309
864,0.026197995,0.0084268071,0.0028343209,0.0004362945
865,0.0263341913,0.0084685435,0.0028364543,0.0004370036
866,0.0263330286,0.0084675578,0.0028364381,0.0004369463
867,0.026377625,0.0084674553,0.0028355849,0.0004369473
868,0.0263890584,0.0084629724,0.0028356728,0.0004367021
869,0.0265185226,0.0084583686,0.0028377654,0.0004364825
870,0.025656792,0.008467124,0.0027629735,0.000436408
871,0.0256706869,0.0084553093,0.002762816,0.0004358314
872,0.0258061939,0.0084811048,0.0027642284,0.0004360489
873,0.0257743006,0.0084793536,0.0027634949,0.0004359439
874,0.0257685098,0.0084886013,0.0027629042,0.0004355489
875,0.0257955021,0.0085159148,0.0027625785,0.000435896
876,0.0259658813,0.0085655077,0.0027641672,0.0004377351
877,0.0260038241,0.0086125389,0.0027658034,0.000438755
878,0.026003941,0.008612112,0.0027658035,0.0004387571
879,0.0260425509,0.0086114549,0.0027676884,0.0004387388
880,0.0259918551,0.0086680773,0.0027650468,0.0004405107
881,0.0259733286,0.0086672203,0.0027647135,0.0004405136
882,0.0259829304,0.0086935823,0.0027652689,0.00044076
883,0.0268573354,0.0087225833,0.0028523652,0.0004396904
884,0.0267775664,0.0087212324,0.0028475123,0.0004396745
885,0.026785966,0.0087203132,0.0028474451,0.0004396531
886,0.0267812888,0.0087238237,0.0028474665,0.0004396715
887,0.0268258426,0.0087201961,0.0028477706,0.000439528
888,0.0268548452,0.0087225369,0.0028480785,0.0004395198
889,0.0268463423,0.0087228089,0.0028481209,0.0004395319
890,0.0264344108,0.008722052,0.0027840295,0.000439526
891,0.0265244832,0.008764211,0.0027840449,0.0004401585
892,0.026570923,0.008763376,0.0027847159,0.000440153
893,0.0266023693,0.008805734,0.0027846157,0.0004413933
894,0.0268562804,0.0088220966,0.0027858647,0.0004411682
895,0.0269622202,0.0088644722,0.0027862595,0.0004424693
896,0.0269079004,0.0088706393,0.0027865141,0.0004423875
897,0.0269090166,0.0088702131,0.0027864799,0.0004423779
898,0.0269562632,0.0088704037,0.0027864862,0.0004423809
899,0.0270822658,0.0089435385,0.0027869486,0.0004441834
900,0.0270887226,0.0089261806,0.0027876252,0.0004434072
901,0.0270769271,0.0089253417,0.0027803898,0.0004433349
902,0.0271229819,0.0089326004,0.0027803978,0.0004432511
903,0.0271241272,0.0089311221,0.002780415,0.000443196
904,0.0271246347,0.0089406747,0.0027804577,0.0004431053
905,0.0271144026,0.0089915534,0.0027786985,0.0004451104
906,0.0271416052,0.0089915304,0.002780652,0.0004451299
907,0.0272288528,0.0089761189,0.0027812352,0.0004445017
908,0.027757189,0.0089759944,0.0028253292,0.0004445039
909,0.0277664111,0.0090147962,0.0028250302,0.0004451969
910,0.0277682421,0.009014583,0.0028250274,0.0004451842
911,0.0277702557,0.0090082991,0.0028231566,0.0004447926
912,0.0277380312,0.0090138524,0.0028225242,0.0004446554
913,0.0277343027,0.0090113568,0.0028225492,0.0004445523
914,0.0277019238,0.0089994913,0.0028219154,0.0004437912
915,0.0278039468,0.0089814563,0.0028258652,0.0004429813
916,0.027892104,0.0090120075,0.0028259984,0.0004435197
917,0.0287889441,0.0090601805,0.0029472628,0.0004452337
918,0.0287744946,0.0090962346,0.002947035,0.0004459662
919,0.0287350778,0.0091373672,0.0029467287,0.0004471863
